Date,Identifiant,Genre,Annee_diplome,Type_formation,Filiere,Situation_actuelle,Nature_contrat,Region,Pays,Pays_etranger,Anciennete,Secteur,Nom_entreprise,Taille_entreprise,Departement,Intitule_poste,Secteur_activite,Salaire_annuel_brut,Salaire_annuel_brut_primes,Responsabilite_hierarchique,Responsabilite_budget,Responsabilite_equipe,Responsabilite_projet,Satisfaction_relations,Satisfaction_salaire,Satisfaction_autonomie,Satisfaction_localisation,Satisfaction_globale
2023-02-20 18:52:47,1888692414711220.0,Homme,2020,Initiale,GBA,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,0.0,Prive,V. MANE FILS,250_4999,"Qualite, hygiene, securite, environnement, normalisation, certification",Technicien Qualite - projets informatiques,Industrie chimique,27000.0,29250.0,NON,NON,NON,OUI,5.0,3.0,4.0,5.0,4.0
2023-02-20 18:08:44,1776621772644070.0,Homme,2021,Apprentissage,EGC,Activite,CDI,Pays de la Loire,France,,17.0,Prive,Mi-GSO,250_4999,Assistance technique,Ingenieur projets,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",36000.0,37000.0,NON,NON,NON,OUI,4.0,0.0,3.0,5.0,4.0
2023-02-20 18:07:52,1794332471046590.0,Homme,2021,Apprentissage,SE,Activite,CDD,Occitanie,France,,5.0,Prive,BIT Group,20_49,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur Cybersecurite,Sante humaine et action sociale,38000.0,38000.0,NON,NON,NON,NON,5.0,4.0,4.0,5.0,5.0
2023-02-20 15:09:02,1767828128912480.0,Femme,2021,Professionalisation,GBA,Activite,CDI,Occitanie,France,,18.0,Prive,Pyramid informatique ,20_49,"Methodes, controle de production, maintenance",Chargee de support et d'accompagnement ,Activites informatiques et services d'information (TIC services),30000.0,32900.0,NON,OUI,NON,OUI,5.0,4.0,4.0,5.0,4.0
2023-02-20 14:58:32,1782462472987090.0,Femme,2020,Professionalisation,GBA,Activite,CDI,Nouvelle-Aquitaine,France,,28.0,Prive,Eurial,250_4999,Production - Exploitation ,Superviseur de production ,Industrie agroalimentaire ,34000.0,36000.0,OUI,NON,OUI,OUI,5.0,3.0,5.0,3.0,4.0
2023-02-20 13:16:16,1906660969671130.0,Femme,2020,Initiale,GBA,Activite,CDD,Auvergne-Rhone-Alpes,France,,6.0,Prive,Groupe Casino,250_4999,"Qualite, hygiene, securite, environnement, normalisation, certification",Chef de projet qualite ,Industrie agroalimentaire ,39000.0,39000.0,NON,NON,NON,OUI,4.0,5.0,4.0,4.0,4.0
2023-02-20 12:46:40,1782328826266060.0,Femme,2022,Initiale,GBA,Activite,CDD,,Etranger,Pays-Bas,5.0,Prive,inBiome ,20_49,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Associate researcher ,Industrie pharmaceutique,37800.0,41500.0,NON,OUI,OUI,OUI,5.0,4.0,5.0,5.0,5.0
2023-02-20 12:44:59,1788970875470830.0,Femme,2021,Initiale,MAT,Recherche,,,,,,,,,,,,,,,,,,,,,,
2023-02-20 12:37:23,1769089983588510.0,Femme,2021,Initiale,GBA,Sans Activite volontairement,,,,,,,,,,,,,,,,,,,,,,
2023-02-20 12:18:38,1776166918891870.0,Femme,2021,Initiale,GBA,Recherche,,,,,,,,,,,,,,,,,,,,,,
2023-02-20 12:11:31,1876621281945100.0,Homme,2021,Initiale,STE,Activite,CDI,Occitanie,France,,2.0,Prive,Veolia Eau,50_249,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur Digital et Performance,"Production et distribution d'eau assainissement, gestion des dechets et depollution",38000.0,38000.0,NON,NON,NON,OUI,4.0,3.0,4.0,5.0,4.0
2023-02-20 12:07:47,1776167061708890.0,Femme,2022,Initiale,GBA,Etudes,,,,,,,,,,,,,,,,,,,,,,
2023-02-20 11:57:45,1767650767951450.0,Homme,2021,Initiale,MEA,Etudes,,,,,,,,,,,,,,,,,,,,,,
2023-02-20 11:47:36,1789245951709390.0,Femme,2021,Professionalisation,GBA,Recherche,,,,,,,,,,,,,,,,,,,,,,
2023-02-20 10:43:41,1768183678697820.0,Homme,2021,Initiale,MEA,These,,,,,,,,,,,,,,,,,,,,,,
2023-02-20 09:53:10,1799284447124130.0,Homme,2020,Initiale,MEA,Activite,CDI,Occitanie,France,,4.0,Prive,Medical ,5000_,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur Robotique ,Sante humaine et action sociale,39000.0,45000.0,NON,NON,NON,NON,5.0,5.0,5.0,5.0,5.0
2023-02-20 08:07:48,1788918782266590.0,Homme,2021,Apprentissage,SE,Activite,CDI,Occitanie,France,,17.0,Prive,Neobie SAS / LABORATOIRES JERODIA,_10,Production - Exploitation ,Ingenieur RetD,Industrie chimique,37800.0,37800.0,OUI,NON,OUI,OUI,5.0,3.0,3.0,3.0,3.0
2023-02-19 22:39:37,1789470186881510.0,Homme,2020,Initiale,MI,Activite,CDI,Nouvelle-Aquitaine,France,,15.0,Prive,Terapolis,_10,Developpement de projet d'energie,Chef de projets energies renouvelables ,"energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne)",34000.0,36000.0,NON,OUI,NON,OUI,5.0,3.0,5.0,4.0,4.0
2023-02-19 21:50:56,1776551716488150.0,Homme,2021,Initiale,MAT,Activite,CDI,Auvergne-Rhone-Alpes,France,,3.0,Prive,Solvay,5000_,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur en analyse du cycle de vie ,Industrie chimique,47000.0,49000.0,NON,NON,NON,NON,5.0,5.0,4.0,4.0,4.0
2023-02-19 21:39:03,1793838194820330.0,Femme,2021,Professionalisation,GBA,Activite,CDI,Occitanie,France,,6.0,Prive,Societe par actions simplifiees,20_49,"Qualite, hygiene, securite, environnement, normalisation, certification",Responsable qualite hygiene securite environnement,Industrie agroalimentaire ,33000.0,33000.0,NON,NON,NON,OUI,4.0,2.0,4.0,4.0,3.0
2023-02-19 21:14:44,1788639865433410.0,Femme,2021,Initiale,STE,Activite,CDI,Occitanie,France,,18.0,Prive,Nature et Eau,_10,Etudes - Conseil et expertise (autre qu'informatique),Ingenieure d'etudes,"Production et distribution d'eau assainissement, gestion des dechets et depollution",26400.0,30000.0,NON,NON,NON,OUI,5.0,2.0,4.0,3.0,4.0
2023-02-19 14:04:11,1776106790932630.0,Homme,2021,Initiale,MEA,Activite,CDI,Occitanie,France,,15.0,Prive,SARL,20_49,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur electronique ,Recherche-developpement scientifique,33000.0,33000.0,NON,NON,NON,NON,5.0,3.0,4.0,4.0,4.0
2023-02-19 13:28:39,1776019599331780.0,Homme,2022,Initiale,MEA,Activite,CDI,Occitanie,France,,6.0,Prive,Erba Diagnostics France,20_49,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur electronicien ,Recherche-developpement scientifique,32000.0,33000.0,NON,OUI,NON,NON,3.0,2.0,4.0,5.0,4.0
2023-02-19 13:25:57,1798487180756620.0,Homme,2021,Apprentissage,EGC,Recherche,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 07:33:13,1788460155174270.0,Homme,2020,Apprentissage,SE,Activite,CDI,,France,,,Prive,Avantix,5000_,,,"Industrie automobile, aeronautique, navale, ferroviaire",,,,,,,,,,,
2023-02-18 19:01:33,1782332270006630.0,Homme,2022,Initiale,MEA,Recherche,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 17:58:30,1783429211757400.0,Homme,2021,Initiale,MEA,Activite,CDI,Occitanie,France,,25.0,Prive,SERMA INGENIERIE,250_4999,Informatique industrielle et technique ,INGENIEUR ELECTRONIQUE NUMERIQUE,"Industrie automobile, aeronautique, navale, ferroviaire",,,,,,,5.0,3.0,4.0,5.0,4.0
2023-02-18 17:30:48,1782392903986310.0,Homme,2020,Apprentissage,SE,Activite,CDI,Occitanie,France,,27.0,Prive,SERMAT,50_249,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",INGENIEUR EN SYSTEMES EMBARQUES,"Industrie automobile, aeronautique, navale, ferroviaire",36000.0,40000.0,OUI,NON,NON,OUI,5.0,4.0,4.0,4.0,4.0
2023-02-18 15:58:26,1783551727452290.0,Homme,2022,Initiale,MEA,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,6.0,Prive,SA,5000_,Informatique industrielle et technique ,Developpeur Logiciel,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,40000.0,43000.0,NON,NON,NON,OUI,5.0,4.0,3.0,4.0,5.0
2023-02-18 15:01:50,1782779356697980.0,Homme,2020,Apprentissage,SE,Activite,CDI,,Etranger,Allemagne,36.0,Prive,SAS,5000_,Informatique industrielle et technique ,Ingenieur developpement ,"Industrie automobile, aeronautique, navale, ferroviaire",55000.0,55000.0,NON,NON,OUI,NON,5.0,3.0,4.0,5.0,
2023-02-18 13:18:48,1803013677885640.0,Homme,2021,Initiale,MEA,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,11.0,Prive,CS Group,250_4999,Informatique industrielle et technique ,Ingenieur d'etudes developpeur ,Industrie des technologies de l'Information et de la Communication (TIC),32000.0,32000.0,NON,NON,NON,NON,5.0,4.0,4.0,5.0,4.0
2023-02-18 13:03:34,1798760222320800.0,Homme,2022,Initiale,MEA,Activite,CDI,Nouvelle-Aquitaine,France,,5.0,Prive,Hupi,_10,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur systemes Embarques,Activites informatiques et services d'information (TIC services),32000.0,32000.0,NON,NON,NON,OUI,5.0,3.0,5.0,4.0,5.0
2023-02-18 11:09:17,1798753161154250.0,Homme,2020,Initiale,MEA,These,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 11:07:40,1794775550865920.0,Homme,2021,Apprentissage,SE,Activite,CDI,Occitanie,France,,17.0,Public,ENEDIS,5000_,Production - Exploitation ,Chef de Pole,"energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne)",42000.0,55000.0,OUI,NON,OUI,OUI,5.0,5.0,5.0,5.0,5.0
2023-02-18 10:52:19,1783174101378910.0,Homme,2020,Apprentissage,SE,Activite,CDI,Auvergne-Rhone-Alpes,France,,1.0,Prive,Alstom transport ,5000_,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur logiciel embarque ,"Industrie automobile, aeronautique, navale, ferroviaire",43000.0,49000.0,NON,NON,NON,OUI,5.0,5.0,5.0,5.0,5.0
2023-02-18 10:47:00,1794034499787670.0,Homme,2021,Apprentissage,SE,Activite,CDI,Occitanie,France,,4.0,Prive,Captels ,20_49,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Charge de projet electronique ,"Autres industries (bois, imprimerie, fabrication, reparation et installation de machines et d'equipements, ...)",36000.0,36000.0,NON,NON,NON,OUI,4.0,3.0,5.0,3.0,4.0
2023-02-18 10:29:55,1775713375394750.0,Homme,2022,Apprentissage,SE,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,,Prive,Sophia Engineering,250_4999,Informatique industrielle et technique ,Ingenieur Systemes Embarques,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",36000.0,36000.0,NON,NON,NON,OUI,,,,,
2023-02-18 10:25:41,1775865280286940.0,Homme,2021,Initiale,MEA,Activite,CDI,Auvergne-Rhone-Alpes,France,,26.0,Prive,-,50_249,Informatique industrielle et technique ,Charge de deploiement,"Industrie automobile, aeronautique, navale, ferroviaire",,,,,,,3.0,4.0,5.0,,
2023-01-26 20:27:23,1768556234866690.0,Homme,2020,Initiale,MAT,These,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 09:01:17,1783045827517810.0,Femme,2022,Initiale,STE,Activite,CDI,Pays de la Loire,France,,4.0,Prive,Sarl,20_49,Etudes - Conseil et expertise (autre qu'informatique),Ingenieure d'etude,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",23600.0,27000.0,NON,NON,NON,NON,5.0,3.0,5.0,4.0,4.0
2023-02-17 19:21:15,1789022859354490.0,Homme,2020,Apprentissage,EGC,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,20.0,Prive,Societe du canal de provence,250_4999,Ingenierie maitrise d'oeuvre,Ingenieur charge d'etudes Genie Civil et travaux souterrains,"Production et distribution d'eau assainissement, gestion des dechets et depollution",37000.0,42000.0,NON,OUI,OUI,OUI,5.0,4.0,4.0,5.0,5.0
2023-02-17 19:14:02,1775264588492900.0,Homme,2021,Initiale,IG,These,,,,,,,,,,,,,,,,,,,,,,
2023-02-17 18:44:18,1793990180098860.0,Femme,2022,Initiale,GBA,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,3.0,Prive,Laboratoires Clemascience,10_19,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieure RetD,Industrie agroalimentaire ,32400.0,35400.0,NON,NON,OUI,OUI,3.0,4.0,4.0,5.0,4.0
2023-02-17 17:55:38,1893834515466240.0,Femme,2021,Apprentissage,EGC,Recherche,,,,,,,,,,,,,,,,,,,,,,
2023-02-17 17:44:51,1789139065168450.0,Homme,2022,Initiale,IG,Recherche,,,,,,,,,,,,,,,,,,,,,,
2023-02-17 16:55:11,1794332572991420.0,Femme,2022,Initiale,STE,Activite,CDI,Pays de la Loire,France,,3.0,Prive,SCE,250_4999,"Territoires, Expertises milieux aquatiques et terrestres ",Chargee d'etudes en environnement ,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",28000.0,28000.0,NON,NON,NON,NON,5.0,3.0,5.0,4.0,4.0
2023-02-17 15:39:46,1768381913131040.0,Homme,2022,Initiale,IG,Activite,CDI,Occitanie,France,,6.0,Prive,bsweb,_10,Informatique industrielle et technique ,developpeur frontend,Commerce,32500.0,32500.0,NON,NON,NON,OUI,5.0,3.0,5.0,5.0,5.0
2023-02-17 15:36:03,1782520259462620.0,Homme,2020,Initiale,IG,Activite,CDI,Occitanie,France,,17.0,Prive,SLB,5000_,Informatique industrielle et technique ,Full Stack Software engineer,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,44000.0,53000.0,NON,NON,NON,NON,5.0,4.0,4.0,4.0,4.0
2023-02-17 14:08:58,1882332491754170.0,Femme,2021,Initiale,STE,Activite,CDI,ile-de-France,France,,,Prive,Seureca veolia,250_4999,Assistance technique,,"Production et distribution d'eau assainissement, gestion des dechets et depollution",,,,,,,,,,,
2023-02-17 12:40:53,1799416697934880.0,Homme,2021,Apprentissage,EGC,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,9.0,Prive,BET CERRETTI,20_49,MOE VRD et Hydraulique ,Ingenieur hydraulicien ,"Construction, BTP",32880.0,35000.0,NON,NON,NON,OUI,5.0,3.0,4.0,4.0,5.0
2023-02-17 12:27:22,1768183497095870.0,Homme,2021,Apprentissage,EGC,Activite,CDI,Auvergne-Rhone-Alpes,France,,1.0,Prive,SA a directoire ,5000_,Production - Exploitation ,Charge d'Affaires Conduite et etudes ,"energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne)",41500.0,52000.0,NON,NON,NON,NON,,,,,5.0
2023-02-17 11:57:17,1767472964490090.0,Homme,2020,Apprentissage,MSI,Activite,CDI,Occitanie,France,,15.0,Prive,CIMAT SARTEC,20_49,Commercial(e) (dont ingenieur(e) d'affaire) ,Responsable d'Activite,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,42000.0,49900.0,OUI,OUI,OUI,OUI,4.0,3.0,3.0,3.0,4.0
2023-02-17 07:55:47,1794034695610840.0,Homme,2021,Initiale,MEA,Activite,CDI,Occitanie,France,,18.0,Prive,Koovea SAS,20_49,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur electronique,Autres secteurs ,32000.0,32000.0,NON,NON,NON,OUI,5.0,3.0,3.0,5.0,4.0
2023-02-16 20:54:03,1883483808591720.0,Homme,2020,Initiale,MEA,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,22.0,Prive,Sopra Steria Group,5000_,Informatique industrielle et technique ,,Activites informatiques et services d'information (TIC services),,,NON,NON,NON,NON,5.0,4.0,5.0,4.0,4.0
2023-02-15 15:57:48,1789420291422310.0,Femme,2022,Initiale,GBA,Recherche,,,,,,,,,,,,,,,,,,,,,,
2023-02-15 08:02:18,1882333151509550.0,Femme,2020,Initiale,MI,Activite,CDI,Auvergne-Rhone-Alpes,France,,22.0,Prive,Framatome ,5000_,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur conception thermomecanique ,"energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne)",35200.0,43000.0,NON,NON,NON,OUI,5.0,3.0,4.0,3.0,4.0
2023-02-14 18:31:35,1783297983268430.0,Homme,2022,Initiale,STE,Volontariat,,,,,,,,,,,,,,,,,,,,,,
2023-01-27 09:22:16,1789139176706330.0,Homme,2020,Professionalisation,MAT,Activite,CDI,Centre-Val de Loire,France,,13.0,Prive,Coaero ,50_249,Production - Exploitation ,Ingenieur d'affaires ,"Industrie automobile, aeronautique, navale, ferroviaire",36000.0,36000.0,NON,OUI,OUI,OUI,5.0,3.0,5.0,2.0,4.0
2023-02-14 07:48:55,1783045885295520.0,Femme,2020,Apprentissage,SE,Activite,CDI,Occitanie,France,,22.0,Prive,Apside,250_4999,Etudes - Conseil et expertise (autre qu'informatique),Ingenieure d'etude ,Industrie des technologies de l'Information et de la Communication (TIC),35000.0,37000.0,NON,NON,NON,NON,5.0,3.0,3.0,5.0,4.0
2023-02-13 18:37:59,1776166982737600.0,Femme,2021,Professionalisation,MI,Activite,CDI,Pays de la Loire,France,,18.0,Prive,Bee Engineering,50_249,Production - Exploitation ,Ingenieure consultante,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",34200.0,34200.0,NON,NON,NON,NON,4.0,2.0,3.0,2.0,2.0
2023-02-13 18:11:14,1798974154596700.0,Femme,2021,Initiale,GBA,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,17.0,Prive,Veracyte SAS,250_4999,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Scientist,Industrie pharmaceutique,28858.0,32000.0,OUI,NON,NON,OUI,4.0,3.0,5.0,,4.0
2023-02-18 09:22:30,1783483872013320.0,Femme,2020,Initiale,MAT,Activite,CDI,Occitanie,France,,26.0,Prive,Alispharm,50_249,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Consultant chef projet RetD,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",31000.0,31000.0,NON,NON,NON,OUI,3.0,2.0,4.0,5.0,4.0
2023-02-12 14:07:59,1767833504256240.0,Homme,2020,Professionalisation,MI,Activite,CDI,Auvergne-Rhone-Alpes,France,,30.0,Prive,Orano DS,250_4999,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur etudes en Scenarii de demantelement nucleaire,"energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne)",42000.0,45000.0,NON,NON,NON,OUI,5.0,4.0,4.0,2.0,5.0
2023-02-11 18:06:22,1782336060520780.0,Homme,2021,Initiale,MEA,Activite,CDI,Occitanie,France,,17.0,Prive,CS GROUP,250_4999,Informatique industrielle et technique ,Ingenieur d'integration :),"Industrie automobile, aeronautique, navale, ferroviaire",38000.0,40000.0,,,,,5.0,4.0,4.0,3.0,5.0
2023-02-11 18:06:12,1782332803576800.0,Femme,2021,Initiale,STE,Activite,CDD,Occitanie,France,,14.0,Public,Syndicat Mixte departemental Trigone,50_249,Etudes - Conseil et expertise (autre qu'informatique),,"Production et distribution d'eau assainissement, gestion des dechets et depollution",,,NON,NON,NON,NON,5.0,4.0,3.0,5.0,4.0
2023-02-11 16:59:24,1875976728047100.0,Homme,2021,Initiale,MI,Activite,CDI,Pays de la Loire,France,,4.0,Prive,THALES SERVICES NUMERIQUES SAS,5000_,Informatique industrielle et technique ,Ingenieur Etudes et Developpement,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,36000.0,37000.0,NON,NON,NON,NON,5.0,4.0,5.0,3.0,5.0
2023-02-11 13:39:34,1793840447037670.0,Homme,2021,Initiale,MEA,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,17.0,Prive,STMicroelectronics Rousset SAS,250_4999,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Analog Designer HW,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,48518.0,50468.0,NON,NON,NON,NON,4.0,4.0,4.0,4.0,5.0
2023-02-10 18:48:35,1776106872911820.0,Ne souhaite pas repondre,2022,Initiale,MEA,Activite,CDI,Bretagne,France,,5.0,Prive,ELSYS DESIGN SA,250_4999,Commercial(e) (dont ingenieur(e) d'affaire) ,Ingenieur d'affaires,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",30000.0,40000.0,OUI,OUI,OUI,OUI,5.0,4.0,5.0,5.0,4.0
2023-02-10 11:48:34,1775263820111760.0,Femme,2021,Initiale,MEA,Activite,CDI,Nouvelle-Aquitaine,France,,16.0,Prive,LIM France,50_249,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur de developpement en logiciel embarque,"Autres industries (bois, imprimerie, fabrication, reparation et installation de machines et d'equipements, ...)",34200.0,38000.0,NON,NON,NON,OUI,5.0,4.0,5.0,4.0,4.0
2023-02-09 19:30:22,1789139125979470.0,Homme,2020,Initiale,MEA,Activite,CDI,Occitanie,France,,30.0,Prive,Applexia,_10,Informatique industrielle et technique ,Chef de projet en developpement electronique,Industrie des technologies de l'Information et de la Communication (TIC),36000.0,36000.0,NON,OUI,OUI,OUI,3.0,2.0,4.0,4.0,4.0
2023-02-09 18:03:31,1776106574024290.0,Homme,2021,Initiale,IG,Activite,CDI,ile-de-France,France,,1.0,Prive,Mobile Club,20_49,Etudes et developpement en systemes d'information ,Ingenieur fullstack,Activites informatiques et services d'information (TIC services),50000.0,50000.0,NON,NON,NON,OUI,5.0,5.0,5.0,5.0,5.0
2023-02-09 15:06:08,1793744651204510.0,Homme,2021,Initiale,STE,Activite,CDI,Occitanie,France,,16.0,Prive,CEREG INGENIEURIE,50_249,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur hydraulicien charge de projet ,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",27600.0,31000.0,NON,NON,NON,OUI,5.0,2.0,3.0,4.0,4.0
2023-02-09 13:59:41,1827085733230460.0,Femme,2021,Apprentissage,IG,Activite,CDI,,Etranger,Roumanie,45.0,Prive,Banque,250_4999,Etudes et developpement en systemes d'information ,Developpeuse ,Activites financieres et d'assurance,,,NON,NON,NON,NON,5.0,4.0,5.0,4.0,5.0
2023-02-09 10:53:18,1875270214196200.0,Homme,2020,Initiale,STE,Activite,CDI,Occitanie,France,,1.0,Prive,Egis eau,5000_,"Qualite, hygiene, securite, environnement, normalisation, certification",Ingenieur hydraulicien charge d'etudes,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",36000.0,37000.0,NON,NON,NON,NON,4.0,4.0,3.0,5.0,5.0
2023-02-09 10:47:35,1782332987613640.0,Femme,2020,Professionalisation,GBA,Activite,CDI,Auvergne-Rhone-Alpes,France,,24.0,Prive,Refresco France,250_4999,Production - Exploitation ,,Industrie agroalimentaire ,,,OUI,NON,OUI,OUI,5.0,4.0,5.0,5.0,4.0
2023-02-09 08:05:28,1775956183971460.0,Femme,2021,Initiale,MEA,Activite,CDI,Occitanie,France,,16.0,Prive,Fabrication et commercialisation de materiels electroniques,20_49,Etudes et developpement en systemes d'information ,Ingenieur conception et developpement electronique,Autres secteurs ,31200.0,36200.0,NON,OUI,NON,OUI,4.0,3.0,3.0,1.0,4.0
2023-02-08 19:54:57,1776541346524700.0,Homme,2021,Initiale,IG,Activite,CDI,Occitanie,France,,,Prive,Credit Agricole Technologies et Services ,250_4999,banque,Developpeur Avance Front-End,Activites informatiques et services d'information (TIC services),38000.0,45000.0,OUI,NON,NON,OUI,5.0,4.0,5.0,4.0,4.0
2023-02-08 17:00:24,1788522878921020.0,Homme,2021,Initiale,IG,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,16.0,Prive,SmartTrade Technologies,50_249,Client Engagement,Project manager et System integration specialist,Activites informatiques et services d'information (TIC services),45000.0,50000.0,NON,NON,NON,OUI,5.0,4.0,5.0,5.0,5.0
2023-02-08 15:17:29,1782332138922440.0,Homme,2021,Initiale,IG,Activite,CDI,,Etranger,Royaume-Uni,24.0,Prive,,50_249,Etudes et developpement en systemes d'information ,Full stack Engineer,Autres secteurs ,73000.0,73000.0,,,,,5.0,5.0,5.0,5.0,5.0
2023-02-08 15:10:36,1782529546349580.0,Homme,2022,Initiale,IG,Activite,Autre,,France,,,Prive,-,_10,,,Industrie des technologies de l'Information et de la Communication (TIC),,,,,,,,,,,
2023-02-08 14:57:48,1888742113596450.0,Homme,2021,Initiale,IG,Activite,CDI,ile-de-France,France,,17.0,Prive,Sas,_10,Informatique industrielle et technique ,Developpeur backend ,Industrie des technologies de l'Information et de la Communication (TIC),,,,,,,4.0,4.0,5.0,4.0,4.0
2023-02-08 14:07:34,1875413508815290.0,Femme,2022,Professionalisation,MAT,Activite,CDI,Occitanie,France,,3.0,Prive,Alten,5000_,Informatique industrielle et technique ,Ingenieur d'application,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",31200.0,34000.0,,,,,,,,,4.0
2023-02-08 14:02:35,1756662215309860.0,Homme,2022,Initiale,MEA,Activite,CDI,Auvergne-Rhone-Alpes,France,,0.0,Prive,VIVERIS TECHNOLOGIES,250_4999,Informatique industrielle et technique ,Ingenieur Logiciel,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",32670.0,33000.0,,,,,5.0,3.0,4.0,5.0,5.0
2023-02-08 13:11:16,1868316565632230.0,Homme,2021,Apprentissage,EGC,Activite,CDI,Nouvelle-Aquitaine,France,,4.0,Prive,SUEZ Eau France,5000_,Etudes - Conseil et expertise (autre qu'informatique),Charge d'Etudes,"Production et distribution d'eau assainissement, gestion des dechets et depollution",32000.0,37000.0,,,,,5.0,4.0,4.0,5.0,4.0
2023-02-08 09:41:12,1783551660836590.0,Homme,2020,Initiale,MEA,Activite,CDI,Occitanie,France,,0.0,Prive,APPI Technology,_10,RetD,Ingenieur en developpement logiciel embarque,Telecommunications,29400.0,29400.0,,,,,5.0,4.0,5.0,5.0,4.0
2023-02-07 21:04:38,1883551733053140.0,Homme,2022,Professionalisation,STE,Activite,CDI,Grand Est,France,,6.0,Prive,Degremont France,50_249,Production - Exploitation ,Ingenieur mise en route ,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",33000.0,37000.0,,,,,4.0,5.0,4.0,5.0,5.0
2023-02-07 19:53:47,1788922030976540.0,Femme,2021,Initiale,MI,Activite,CDI,Auvergne-Rhone-Alpes,France,,16.0,Prive,ALPEE,20_49,Bureau d'etudes,Ingenieur en conception mecanique,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",33300.0,33300.0,,,,,5.0,2.0,4.0,5.0,3.0
2023-02-07 19:39:51,1794680862667650.0,Homme,2022,Apprentissage,MEA,Activite,CDD,Auvergne-Rhone-Alpes,France,,6.0,Prive,Witekio,50_249,Informatique industrielle et technique ,,Activites informatiques et services d'information (TIC services),31500.0,31500.0,,,,,3.0,0.0,4.0,5.0,3.0
2023-02-07 15:23:38,1793744502773150.0,Homme,2022,Initiale,MEA,Recherche,,,,,,,,,,,,,,,,,,,,,,
2023-02-07 14:17:07,1767833230934110.0,Homme,2021,Initiale,MI,These,,,,,,,,,,,,,,,,,,,,,,
